country,company_name,stock_code,mapping_status,matched_name,evidence_type,source_1,source_2,source_3,confidence_or_score,notes
USA,UNIVERSAL TRUCKLOAD,,needs_review,,current_mapping_row,,,,0.0,
USA,VIVUS,,needs_review,,current_mapping_row,,,,0.0,
USA,VNUS MEDICAL TECH,,needs_review,,current_mapping_row,,,,0.0,
USA,WESTFIELD FINANCIAL,,needs_review,,current_mapping_row,,,,0.0,
USA,WEYCO GROUP,WEYS,mapped_exact_normalized,WEYCO GROUP INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ABITIBIBOWATER,,needs_review,,current_mapping_row,,,,0.0,
USA,ACACIA RSCH-TECH,,needs_review,,current_mapping_row,,,,0.0,
USA,AIR TRANSPORT SERVICES,,needs_review,,current_mapping_row,,,,0.0,
USA,ALESCO FINANCIAL,,needs_review,,current_mapping_row,,,,0.0,
USA,ASTA FUNDING,,needs_review,,current_mapping_row,,,,0.0,
USA,ASYST TECHNOLOGIES,,needs_review,,current_mapping_row,,,,0.0,
USA,AVANEX CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,BANKATLANTIC BANCORP A,,needs_review,,current_mapping_row,,,,0.0,
USA,BEARINGPOINT,,needs_review,,current_mapping_row,,,,0.0,
USA,BOK FINANCIAL CORP,BOKF,mapped_exact_normalized,BOK FINANCIAL CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CELL GENESYS,,needs_review,,current_mapping_row,,,,0.0,
USA,CITADEL BROADCASTING,,needs_review,,current_mapping_row,,,,0.0,
USA,COMMERCIAL VEHICLE GRP,,needs_review,,current_mapping_row,,,,0.0,
USA,CRYSTAL RIVER CAPITAL,,needs_review,,current_mapping_row,,,,0.0,
USA,CUMULUS MEDIA A,CMLS,mapped_exact_normalized,CUMULUS MEDIA INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,DOLLAR THRIFTY AUTOMOT.,,needs_review,,current_mapping_row,,,,0.0,
USA,DOWNEY FINANCIAL CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,ENTERCOM COMMUNI. CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,EVERGREEN ENERGY,,needs_review,,current_mapping_row,,,,0.0,
USA,FEDERAL AGRICULT. MTG C,,needs_review,,current_mapping_row,,,,0.0,
USA,FIRST STATE BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,FLEETWOOD ENTERPRISES,,needs_review,,current_mapping_row,,,,0.0,
USA,GATEHOUSE MEDIA,,needs_review,,current_mapping_row,,,,0.0,
USA,GRAMERCY CAPITAL CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,GRAY TELEVISION B,,needs_review,,current_mapping_row,,,,0.0,
USA,GREAT WOLF RESORTS,,needs_review,,current_mapping_row,,,,0.0,
USA,GRUBB & ELLIS CO,,needs_review,,current_mapping_row,,,,0.0,
USA,JER INVESTORS TRUST,,needs_review,,current_mapping_row,,,,0.0,
USA,LADENBURG THALMANN,,needs_review,,current_mapping_row,,,,0.0,
USA,LCA-VISION,,needs_review,,current_mapping_row,,,,0.0,
USA,LITHIA MOTORS A,LAD,mapped_exact_normalized,LITHIA MOTORS INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MEDIS TECHNOLOGIES,,needs_review,,current_mapping_row,,,,0.0,
USA,MIDWEST BANC HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,MONACO COACH CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,MTR GAMING GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,NEXCEN BRANDS,,needs_review,,current_mapping_row,,,,0.0,
USA,NEXTWAVE WIRELESS,,needs_review,,current_mapping_row,,,,0.0,
USA,OPENWAVE SYSTEMS,,needs_review,,current_mapping_row,,,,0.0,
USA,PACIFIC ETHANOL INC,,needs_review,,current_mapping_row,,,,0.0,
USA,PHARMANET DEVELOPMENT,,needs_review,,current_mapping_row,,,,0.0,
USA,PHOTRONICS,PLAB,mapped_exact_normalized,PHOTRONICS INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,PLAYBOY ENTERPRISES B,,needs_review,,current_mapping_row,,,,0.0,
USA,PRIMEDIA (US),,needs_review,,current_mapping_row,,,,0.0,
USA,PRIMUS GUARANTY,,needs_review,,current_mapping_row,,,,0.0,
USA,PROVIDENCE SERVICE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,R.H. DONNELLEY CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,REDDY ICE HOLDINGS INC,,needs_review,,current_mapping_row,,,,0.0,
USA,SELECT COMFORT CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,SONIC SOLUTIONS,,needs_review,,current_mapping_row,,,,0.0,
USA,TERRESTAR,,needs_review,,current_mapping_row,,,,0.0,
USA,THORNBURG MORTGAGE,,needs_review,,current_mapping_row,,,,0.0,
USA,TIERONE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,URANIUM RESOURCES,,needs_review,,current_mapping_row,,,,0.0,
USA,VALUEVISION MEDIA A,,needs_review,,current_mapping_row,,,,0.0,
USA,VERENIUM,,needs_review,,current_mapping_row,,,,0.0,
USA,W HOLDING CO,,needs_review,,current_mapping_row,,,,0.0,
USA,WESCO FINANCIAL CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,WESTWOOD ONE,,needs_review,,current_mapping_row,,,,0.0,
USA,UNIVEST CORP OF PENNS.,,needs_review,,current_mapping_row,,,,0.0,
USA,VILLAGE SUPER MARKET A,VLGEA,mapped_exact_normalized,VILLAGE SUPER MARKET INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VOLTERRA SEMICONDUCTOR,,needs_review,,current_mapping_row,,,,0.0,
USA,WASHINGTON TRUST BANCORP,WASH,mapped_exact_normalized,WASHINGTON TRUST BANCORP INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
TAIWAN,ARCADYAN TECHNOLOGY CORP,3596,verified_tw_reference_fuzzy,Arcadyan,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9321,
TAIWAN,CHINA HI MENT,1103,verified_tw_yahoo_google_round8c,Chia Hsin Cement Corporation / 嘉泥,current_mapping_row,Round8c web/Yahoo/Google evidence: Google/Yahoo/Cnyes show Chia Hsin Cement Corporation code 1103; MSCI name appears abbreviated/misparsed.,,,0.95,
TAIWAN,GENESIS PHOTONICS,6221,verified_tw_reference_fuzzy,Genesis,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9312,
TAIWAN,NEO SOLAR POWER CORP,1785,verified_tw_reference_fuzzy,Solar,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.8933,
TAIWAN,SOLARTECH ENERGY CORP,3561,verified_tw_historical_round8d,Solartech Energy Corp. / 昇陽光電,current_mapping_row,Round8d web/Yahoo/Google evidence: Yahoo Finance and MarketScreener show Solartech Energy Corp. 3561.TW; TWSE factbook delisting table lists Solartech Energy Corp. code 3561.,,,0.95,
TAIWAN,TAIWAN COGENERATION,8926,verified_tw_current_round7,Taiwan Cogeneration Corporation,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Taiwan Cogeneration Corporation`/8926.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: TCC | 台汽電 | 台灣汽電共生股份有限公司,,,1.0000,
TAIWAN,WAYS TECHNICAL,3508,verified_tw_current_round7,"Ways Technical Corp., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Ways Technical Corp., Ltd.`/3508.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: Ways | 位速 | 位速科技股份有限公司",,,1.0000,
TAIWAN,CREATIVE SENSOR,7837,verified_tw_reference_fuzzy,Creative,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9433,
TAIWAN,GENESYS LOGIC INC,6104,verified_tw_current_round7,"Genesys Logic, Inc.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Genesys Logic, Inc.`/6104.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: GLI | 創惟 | 創惟科技股份有限公司",,,1.0000,
TAIWAN,SOLOMON TECH CORP,2359,verified_tw_reference_fuzzy,SOLOMON,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9483,
TAIWAN,WONTEN TECHNOLOGY CO,6190,verified_tw_yahoo_google_round8d,"Wontex/Wonten Technology Co., Ltd. / 萬泰科技",current_mapping_row,Round8d web/Yahoo/Google evidence: Company investor page says stock code 6190; Yahoo/Google name variant maps Wonten/Wontex Technology to 萬泰科技.,,,0.95,
TAIWAN,RALINK TECHNOLOGY CORP,3534,verified_tw_historical_round8,Ralink Technology Corporation / 雷凌,current_mapping_row,Round8 Yahoo/Google historical quote: Ralink Technology 3534.TW; acquired by MediaTek,,,0.99,
TAIWAN,SAN SHING FASTECH CORP,5007,verified_tw_reference_fuzzy,SAN SHING,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9429,
USA,ABOVENET,,needs_review,,current_mapping_row,,,,0.0,
USA,ALPHATEC HOLDINGS,ATEC,mapped_exact_normalized,"Alphatec Holdings, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,BIOMIMETIC THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,BOISE,,needs_review,,current_mapping_row,,,,0.0,
USA,BRIDGEPOINT EDUCATION,,needs_review,,current_mapping_row,,,,0.0,
USA,BROADWIND ENERGY,,needs_review,,current_mapping_row,,,,0.0,
USA,CARDTRONICS,,needs_review,,current_mapping_row,,,,0.0,
USA,CHINA INFO SECURITY,,needs_review,,current_mapping_row,,,,0.0,
USA,CYPRESS SHARPRIDGE INV,,needs_review,,current_mapping_row,,,,0.0,
USA,DIGITALGLOBE,,needs_review,,current_mapping_row,,,,0.0,
USA,DYAX CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,ENCORE CAPITAL GROUP,ECPG,mapped_exact_normalized,ENCORE CAPITAL GROUP INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ENERGY XXI BERMUDA,,needs_review,,current_mapping_row,,,,0.0,
USA,FRESH DEL MONTE PRODUCE,FDP,mapped_exact_normalized,FRESH DEL MONTE PRODUCE INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,FUQI INTERNATIONAL,,needs_review,,current_mapping_row,,,,0.0,
USA,GASTAR EXPLORATION,,needs_review,,current_mapping_row,,,,0.0,
USA,GLG PARTNERS,,needs_review,,current_mapping_row,,,,0.0,
USA,GLOBE SPECIALTY METALS,,needs_review,,current_mapping_row,,,,0.0,
USA,GOVERNMENT PPTYS INCOME,,needs_review,,current_mapping_row,,,,0.0,
USA,HI-TECH PHARMACAL CO,,needs_review,,current_mapping_row,,,,0.0,
USA,I2 TECHNOLOGIES,,needs_review,,current_mapping_row,,,,0.0,
USA,INT'L SHIPHOLDING CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,KAPSTONE PAPER & PKG,,needs_review,,current_mapping_row,,,,0.0,
USA,KODIAK OIL & GAS,,needs_review,,current_mapping_row,,,,0.0,
USA,LOGMEIN,,needs_review,,current_mapping_row,,,,0.0,
USA,MAP PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,MEDIDATA SOLUTIONS,,needs_review,,current_mapping_row,,,,0.0,
USA,MERCURY COMPUTER SYS,,needs_review,,current_mapping_row,,,,0.0,
USA,NXSTAGE MEDICAL INC,,needs_review,,current_mapping_row,,,,0.0,
USA,OBAGI MEDICAL PRODUCTS,,needs_review,,current_mapping_row,,,,0.0,
USA,OPENTABLE,,needs_review,,current_mapping_row,,,,0.0,
USA,PENNYMAC MORTGAGE INV,,needs_review,,current_mapping_row,,,,0.0,
USA,POWER INTEGRATIONS,POWI,mapped_exact_normalized,POWER INTEGRATIONS INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,RINO INTERNATIONAL CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,ROSETTA STONE,,needs_review,,current_mapping_row,,,,0.0,
USA,SHOE CARNIVAL,SCVL,mapped_exact_normalized,SHOE CARNIVAL INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SOLARWINDS,,needs_review,,current_mapping_row,,,,0.0,
USA,STONERIDGE,SRI,mapped_exact_normalized,STONERIDGE INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,TECHWELL,,needs_review,,current_mapping_row,,,,0.0,
USA,TREX CO,TREX,mapped_exact_normalized,TREX CO INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VANDA PHARMACEUTICALS,VNDA,mapped_exact_normalized,Vanda Pharmaceuticals Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VIRGIN MOBILE USA A,,needs_review,,current_mapping_row,,,,0.0,
USA,CAPITOL BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,CPB,,needs_review,,current_mapping_row,,,,0.0,
USA,EMCORE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,FAIRPOINT COMM.,,needs_review,,current_mapping_row,,,,0.0,
USA,FRONTIER FINANCIAL CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,GEOGLOBAL RESOURCES INC,,needs_review,,current_mapping_row,,,,0.0,
USA,INNOVATIVE SOLUTIONS&SUP,,needs_review,,current_mapping_row,,,,0.0,
USA,MANNATECH,MTEX,mapped_exact_normalized,MANNATECH INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,PACIFIC CAPITAL BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,PHOENIX TECHNOLOGIES,,needs_review,,current_mapping_row,,,,0.0,
USA,RESOURCE AMERICA A,,needs_review,,current_mapping_row,,,,0.0,
USA,STERLING FINL WASHINGTON,,needs_review,,current_mapping_row,,,,0.0,
USA,SULPHCO INC,,needs_review,,current_mapping_row,,,,0.0,
USA,VIRGINIA COMMERCE BNCORP,,needs_review,,current_mapping_row,,,,0.0,
TAIWAN,APCB,6108,mapped_exact_normalized,APCB INC.,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,ENE TECHNOLOGY CO,6243,verified_tw_historical_round7,ENE Technology Inc.,current_mapping_row,Round7 official historical delisted source: TPEx EN deListed official delist_date=2009-12-17,,,1.0000,
TAIWAN,EXCELSIOR MEDICAL CO,4104,verified_tw_current_round7,"Excelsior Medical Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Excelsior Medical Co., Ltd.`/4104.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: EXCELSIOR | 佳醫 | 佳醫健康事業股份有限公司",,,1.0000,
TAIWAN,FLEXIUM INTERCONNECT,6269,verified_tw_reference_fuzzy,FLEXIUM,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.925,
TAIWAN,HOLDKEY ELECTRIC WIRE,1618,verified_tw_yahoo_round8b,"Hold-Key Electric Wire & Cable Co., Ltd. / 合機",current_mapping_row,Round8b Yahoo Finance search: Hold-Key Electric Wire -> 1618.TW.,,,0.98,
TAIWAN,LEADTREND TECH CORP,3588,verified_tw_current_round7,Leadtrend Technology Corporation,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Leadtrend Technology Corporation`/3588.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: LD | 通嘉 | 通嘉科技股份有限公司,,,1.0000,
TAIWAN,LES ENPHANTS CO,2911,mapped_exact_normalized,Les enphants,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,NAMCHOW CHEMICAL INDUST,1702,verified_tw_reference_fuzzy,NAMCHOW,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9204,
TAIWAN,NETRONIX,6143,verified_tw_current_round7,"Netronix, Inc.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Netronix, Inc.`/6143.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: NETRONIXINC. | 振曜 | 振曜科技股份有限公司",,,1.0000,
TAIWAN,OCEAN PLASTICS CO,1321,verified_tw_current_round7,"Ocean Plastics Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Ocean Plastics Co., Ltd.`/1321.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: OPC | 大洋 | 大洋塑膠工業股份有限公司",,,1.0000,
TAIWAN,P-TWO INDUSTRIES,6158,verified_tw_reference_fuzzy,P-TWO,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9213,
TAIWAN,SHINKONG INSURANCE CO,2850,verified_tw_current_round7,"Shinkong Insurance Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Shinkong Insurance Co., Ltd.`/2850.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: SK Insurance | 新光產物保險股份有限公司 | 新產",,,1.0000,
TAIWAN,SIGURD MICROELECTRONICS,6257,verified_tw_reference_fuzzy,SIGURD,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9161,
TAIWAN,TAIWAN SECOM,9917,mapped_exact_normalized,TAIWAN SECOM,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,THINKING ELECTRONIC IND,2428,verified_tw_reference_fuzzy,THINKING,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9248,
TAIWAN,USERJOY TECHNOLOGY CO,3546,verified_tw_reference_fuzzy,USERJOY,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9289,
TAIWAN,VE WONG CORP,1203,mapped_exact_normalized,VE WONG,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,VISUAL PHOTONICS EPITAXY,2455,verified_tw_current_round7,"Visual Photonics Epitaxy Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Visual Photonics Epitaxy Co., Ltd.`/2455.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: VPEC | 全新 | 全新光電科技股份有限公司",,,1.0000,
TAIWAN,WELL SHIN TECHNOLOGY CO,3501,verified_tw_reference_fuzzy,Well Shin,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.935,
TAIWAN,YEH-CHIANG TECH,6124,verified_tw_current_round7,Yeh Chiang Technology Corporation,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Yeh Chiang Technology Corporation`/6124.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: YCTC | 業強 | 業強科技股份有限公司,,,1.0000,
TAIWAN,ZIG SHENG INDUSTRIAL CO,1455,verified_tw_reference_fuzzy,ZIG SHENG,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.935,
TAIWAN,CATHAY NO 1 REIT,01002T,verified_tw_reit_round8,Cathay No.1 REIT / 國泰一號,current_mapping_row,Round8 Yahoo/Google/TWSE REIT query: Cathay No.1 REIT -> 01002T,,,0.99,
TAIWAN,YUNGSHIN CONSTR & DEVLPT,5508,verified_tw_yahoo_round8b,"Yungshin Construction & Development Co., Ltd. / 永信建",current_mapping_row,Round8b Same issuer abbreviation as YUNGSHIN CONST & DEV -> 5508.TWO.,,,0.98,
USA,3D SYSTEMS CORP,DDD,mapped_exact_normalized,3D SYSTEMS CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ACCRETIVE HEALTH,,needs_review,,current_mapping_row,,,,0.0,
USA,AGREE REALTY CORP,ADC,mapped_exact_normalized,AGREE REALTY CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,AMERICAN OIL & GAS INC,,needs_review,,current_mapping_row,,,,0.0,
USA,ANCESTRY.COM,,needs_review,,current_mapping_row,,,,0.0,
USA,APOLLO COMM REAL ESTAT,,needs_review,,current_mapping_row,,,,0.0,
USA,APPROACH RESOURCES,,needs_review,,current_mapping_row,,,,0.0,
USA,ARTHROCARE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,AVANIR PHARMACEUTICALS A,,needs_review,,current_mapping_row,,,,0.0,
USA,BMP SUNSTONE,,needs_review,,current_mapping_row,,,,0.0,
USA,CAI INT'L,,needs_review,,current_mapping_row,,,,0.0,
USA,CELLU TISSUE HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,CHESAPEAKE LODGING TRUST,,needs_review,,current_mapping_row,,,,0.0,
USA,CLARIENT,,needs_review,,current_mapping_row,,,,0.0,
USA,CONTINUCARE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,DEPOMED,,needs_review,,current_mapping_row,,,,0.0,
USA,DEX ONE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,DOUGLAS DYNAMICS,PLOW,mapped_exact_normalized,"DOUGLAS DYNAMICS, INC",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ENDOLOGIX,,needs_review,,current_mapping_row,,,,0.0,
USA,ENVESTNET,,needs_review,,current_mapping_row,,,,0.0,
USA,EXPRESS,,needs_review,,current_mapping_row,,,,0.0,
USA,FINANCIAL ENGINES,,needs_review,,current_mapping_row,,,,0.0,
USA,FIRST INTERSTATE BANC A,,needs_review,,current_mapping_row,,,,0.0,
USA,AMERICAN APPAREL,,needs_review,,current_mapping_row,,,,0.0,
USA,BORDERS GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,CARACO PHARM LABS,,needs_review,,current_mapping_row,,,,0.0,
USA,HANSEN MEDICAL,,needs_review,,current_mapping_row,,,,0.0,
USA,MYREXIS,,needs_review,,current_mapping_row,,,,0.0,
TAIWAN,ABLEREX ELECTRONICS CO,3628,verified_tw_reference_fuzzy,ABLEREX,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9268,
TAIWAN,ACHEM TECHNOLOGY,1715,verified_tw_historical_round7,ACHEM,current_mapping_row,Round7 official historical delisted source: TWSE EN suspendListing official delist_date=2017/10/25,,,1.0000,
TAIWAN,CHINA GLAZE CO,1809,mapped_exact_normalized,China Glaze,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,FORMOSAN UNION CHEMICAL,1709,verified_tw_current_round7,Formosan Union Chemical Corp.,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Formosan Union Chemical Corp.`/1709.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: FUCC | 和益 | 和益化學工業股份有限公司,,,1.0000,
TAIWAN,INTEGRATED MEMORY LOGIC,3638,verified_tw_historical_round8d,Integrated Memory Logic Limited / F-IML,current_mapping_row,Round8d web/Yahoo/Google evidence: PRNewswire/SEC acquisition release identifies Integrated Memory Logic Limited as iML TW:3638; later ceased trading after Exar acquisition.,,,0.95,
TAIWAN,KAULIN MANUFACTURING CO,1531,verified_tw_reference_fuzzy,KAULIN,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.92,
TAIWAN,LAN FA TEXTILE,1459,verified_tw_reference_fuzzy,LAN FA,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9329,
TAIWAN,PACIFIC HOSPITAL SUPPLY,4126,verified_tw_current_round7,"Pacific Hospital Supply Co., Ltd",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Pacific Hospital Supply Co., Ltd`/4126.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: PAHSCO | 太平洋醫材股份有限公司 | 太醫",,,1.0000,
TAIWAN,PC HOME ONLINE,8044,verified_tw_yahoo_google_round8,PChome Online Inc. / 網家,current_mapping_row,Round8 Yahoo Finance query: PChome Online -> 8044.TWO,,,0.99,
TAIWAN,PROSPERITY DIELECT CO LT,6173,verified_tw_yahoo_round8b,"Prosperity Dielectrics Co., Ltd. / 信昌電",current_mapping_row,Round8b Yahoo Finance search: Prosperity Dielectrics -> 6173.TWO.,,,0.98,
TAIWAN,RUENTEX ENGIN & CONST,2597,verified_tw_yahoo_round8b,"Ruentex Engineering & Construction Co., Ltd. / 潤弘",current_mapping_row,Round8b Same issuer abbreviation as Ruentex Engineering & Construction -> 2597.TW.,,,0.98,
TAIWAN,SIRTEC INTERNATIONAL CO,5356,verified_tw_reference_fuzzy,SIRTEC,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.92,
TAIWAN,SPORTON INTERNATIONAL,6146,verified_tw_reference_fuzzy,SPORTON,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9233,
TAIWAN,STANDARD CHEMICAL&PHARM,1720,verified_tw_current_round7,"Standard Chemical & Pharmaceutical Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Standard Chemical & Pharmaceutical Co., Ltd.`/1720.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: S.C.P.C | 生達 | 生達化學製藥股份有限公司",,,1.0000,
TAIWAN,TA YIH INDUSTRIAL CO,1521,verified_tw_reference_fuzzy,TA YIH,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9253,
TAIWAN,WAN HWA ENTERPRISE,2701,verified_tw_current_round7,Wan Hwa Enterprise Company Ltd.,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Wan Hwa Enterprise Company Ltd.`/2701.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: WANHWA | 萬企 | 萬華企業股份有限公司,,,1.0000,
TAIWAN,WEIKENG INDUSTRIAL CO,3033,verified_tw_reference_fuzzy,Weikeng,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9289,
TAIWAN,PRINCO CORP,8053,verified_tw_historical_round7,PRINCO CORP.,current_mapping_row,Round7 official historical delisted source: TPEx EN deListed official delist_date=2016-05-11,,,1.0000,
USA,8X8,EGHT,mapped_exact_normalized,8x8 Inc - Common stock,current_mapping_row,NasdaqTrader nasdaqlisted,,,1.0,
USA,ACHILLION PHARMACEUT.,,needs_review,,current_mapping_row,,,,0.0,
USA,ACTIVE NETWORK (THE),,needs_review,,current_mapping_row,,,,0.0,
USA,AIR LEASE CORP A,,needs_review,,current_mapping_row,,,,0.0,
USA,AVEO PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,C AND J ENERGY SERVICES,,needs_review,,current_mapping_row,,,,0.0,
USA,CALIPER LIFE SCIENCES,,needs_review,,current_mapping_row,,,,0.0,
USA,CARIBOU COFFEE CO INC,,needs_review,,current_mapping_row,,,,0.0,
USA,CENTRAL PACIFIC FIN,,needs_review,,current_mapping_row,,,,0.0,
USA,CHEFS WAREHOUSE HLDGS,,needs_review,,current_mapping_row,,,,0.0,
USA,CLEARWIRE CORP A,,needs_review,,current_mapping_row,,,,0.0,
USA,CORNERSTONE ONDEMAND,,needs_review,,current_mapping_row,,,,0.0,
USA,DEMAND MEDIA,,needs_review,,current_mapping_row,,,,0.0,
USA,DUNKIN BRANDS,,needs_review,,current_mapping_row,,,,0.0,
USA,ENTERPRISE FINAN. SVCS,,needs_review,,current_mapping_row,,,,0.0,
USA,EXCEL TRUST,,needs_review,,current_mapping_row,,,,0.0,
USA,ALLIANCE HEALTHCARE SERV,,needs_review,,current_mapping_row,,,,0.0,
USA,AMBASSADORS GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,ASSET ACCEPTANCE CAPITAL,,needs_review,,current_mapping_row,,,,0.0,
USA,CHRISTOPHER & BANKS CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,COLDWATER CREEK,,needs_review,,current_mapping_row,,,,0.0,
USA,COURIER CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,DELTA PETROLEUM CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,ENZO BIOCHEM,,needs_review,,current_mapping_row,,,,0.0,
USA,FURNITURE BRANDS INTL,,needs_review,,current_mapping_row,,,,0.0,
USA,GAIAM A,,needs_review,,current_mapping_row,,,,0.0,
USA,GENERAL MARITIME (NEW),,needs_review,,current_mapping_row,,,,0.0,
