country,company_name,stock_code,matched_name,mapping_source,mapping_score,mapping_status,is_verified_mapping,universe_match,universe_checked,backtest_ready_mapping
TAIWAN,GENESIS PHOTONICS,6221,Genesis,FinLab company_basic_info:英文簡稱,0.9312,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,NEO SOLAR POWER CORP,1785,Solar,FinLab company_basic_info:英文簡稱,0.8933,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TAIWAN COGENERATION,8926,Taiwan Cogeneration Corporation,Round7 current-code discovery: Yahoo Finance search matched `Taiwan Cogeneration Corporation`/8926.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: TCC | 台汽電 | 台灣汽電共生股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WAYS TECHNICAL,3508,"Ways Technical Corp., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Ways Technical Corp., Ltd.`/3508.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: Ways | 位速 | 位速科技股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CREATIVE SENSOR,7837,Creative,FinLab company_basic_info:英文簡稱,0.9433,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,GENESYS LOGIC INC,6104,"Genesys Logic, Inc.","Round7 current-code discovery: Yahoo Finance search matched `Genesys Logic, Inc.`/6104.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: GLI | 創惟 | 創惟科技股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SOLOMON TECH CORP,2359,SOLOMON,FinLab company_basic_info:英文簡稱,0.9483,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WONTEN TECHNOLOGY CO,6190,"Wontex/Wonten Technology Co., Ltd. / 萬泰科技",Round8d web/Yahoo/Google evidence: Company investor page says stock code 6190; Yahoo/Google name variant maps Wonten/Wontex Technology to 萬泰科技.,0.95,verified_tw_yahoo_google_round8d,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SAN SHING FASTECH CORP,5007,SAN SHING,FinLab company_basic_info:英文簡稱,0.9429,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,ALPHATEC HOLDINGS,ATEC,"Alphatec Holdings, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ENCORE CAPITAL GROUP,ECPG,ENCORE CAPITAL GROUP INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FRESH DEL MONTE PRODUCE,FDP,FRESH DEL MONTE PRODUCE INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,POWER INTEGRATIONS,POWI,POWER INTEGRATIONS INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,SHOE CARNIVAL,SCVL,SHOE CARNIVAL INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,STONERIDGE,SRI,STONERIDGE INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,TREX CO,TREX,TREX CO INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,VANDA PHARMACEUTICALS,VNDA,Vanda Pharmaceuticals Inc.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MANNATECH,MTEX,MANNATECH INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,APCB,6108,APCB INC.,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ENE TECHNOLOGY CO,6243,ENE Technology Inc.,Round7 official historical delisted source: TPEx EN deListed official delist_date=2009-12-17,1.0000,verified_tw_historical_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,EXCELSIOR MEDICAL CO,4104,"Excelsior Medical Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Excelsior Medical Co., Ltd.`/4104.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: EXCELSIOR | 佳醫 | 佳醫健康事業股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,FLEXIUM INTERCONNECT,6269,FLEXIUM,FinLab company_basic_info:英文簡稱,0.925,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,HOLDKEY ELECTRIC WIRE,1618,"Hold-Key Electric Wire & Cable Co., Ltd. / 合機",Round8b Yahoo Finance search: Hold-Key Electric Wire -> 1618.TW.,0.98,verified_tw_yahoo_round8b,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,LEADTREND TECH CORP,3588,Leadtrend Technology Corporation,Round7 current-code discovery: Yahoo Finance search matched `Leadtrend Technology Corporation`/3588.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: LD | 通嘉 | 通嘉科技股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,LES ENPHANTS CO,2911,Les enphants,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,NAMCHOW CHEMICAL INDUST,1702,NAMCHOW,FinLab company_basic_info:英文簡稱,0.9204,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,NETRONIX,6143,"Netronix, Inc.","Round7 current-code discovery: Yahoo Finance search matched `Netronix, Inc.`/6143.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: NETRONIXINC. | 振曜 | 振曜科技股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,OCEAN PLASTICS CO,1321,"Ocean Plastics Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Ocean Plastics Co., Ltd.`/1321.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: OPC | 大洋 | 大洋塑膠工業股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,P-TWO INDUSTRIES,6158,P-TWO,FinLab company_basic_info:英文簡稱,0.9213,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SHINKONG INSURANCE CO,2850,"Shinkong Insurance Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Shinkong Insurance Co., Ltd.`/2850.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: SK Insurance | 新光產物保險股份有限公司 | 新產",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SIGURD MICROELECTRONICS,6257,SIGURD,FinLab company_basic_info:英文簡稱,0.9161,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TAIWAN SECOM,9917,TAIWAN SECOM,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,THINKING ELECTRONIC IND,2428,THINKING,FinLab company_basic_info:英文簡稱,0.9248,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,USERJOY TECHNOLOGY CO,3546,USERJOY,FinLab company_basic_info:英文簡稱,0.9289,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,VE WONG CORP,1203,VE WONG,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,VISUAL PHOTONICS EPITAXY,2455,"Visual Photonics Epitaxy Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Visual Photonics Epitaxy Co., Ltd.`/2455.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: VPEC | 全新 | 全新光電科技股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WELL SHIN TECHNOLOGY CO,3501,Well Shin,FinLab company_basic_info:英文簡稱,0.935,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,YEH-CHIANG TECH,6124,Yeh Chiang Technology Corporation,Round7 current-code discovery: Yahoo Finance search matched `Yeh Chiang Technology Corporation`/6124.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: YCTC | 業強 | 業強科技股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ZIG SHENG INDUSTRIAL CO,1455,ZIG SHENG,FinLab company_basic_info:英文簡稱,0.935,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,YUNGSHIN CONSTR & DEVLPT,5508,"Yungshin Construction & Development Co., Ltd. / 永信建",Round8b Same issuer abbreviation as YUNGSHIN CONST & DEV -> 5508.TWO.,0.98,verified_tw_yahoo_round8b,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,3D SYSTEMS CORP,DDD,3D SYSTEMS CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AGREE REALTY CORP,ADC,AGREE REALTY CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,DOUGLAS DYNAMICS,PLOW,"DOUGLAS DYNAMICS, INC",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,ABLEREX ELECTRONICS CO,3628,ABLEREX,FinLab company_basic_info:英文簡稱,0.9268,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHINA GLAZE CO,1809,China Glaze,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,FORMOSAN UNION CHEMICAL,1709,Formosan Union Chemical Corp.,Round7 current-code discovery: Yahoo Finance search matched `Formosan Union Chemical Corp.`/1709.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: FUCC | 和益 | 和益化學工業股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,KAULIN MANUFACTURING CO,1531,KAULIN,FinLab company_basic_info:英文簡稱,0.92,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,LAN FA TEXTILE,1459,LAN FA,FinLab company_basic_info:英文簡稱,0.9329,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PACIFIC HOSPITAL SUPPLY,4126,"Pacific Hospital Supply Co., Ltd","Round7 current-code discovery: Yahoo Finance search matched `Pacific Hospital Supply Co., Ltd`/4126.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: PAHSCO | 太平洋醫材股份有限公司 | 太醫",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PC HOME ONLINE,8044,PChome Online Inc. / 網家,Round8 Yahoo Finance query: PChome Online -> 8044.TWO,0.99,verified_tw_yahoo_google_round8,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PROSPERITY DIELECT CO LT,6173,"Prosperity Dielectrics Co., Ltd. / 信昌電",Round8b Yahoo Finance search: Prosperity Dielectrics -> 6173.TWO.,0.98,verified_tw_yahoo_round8b,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,RUENTEX ENGIN & CONST,2597,"Ruentex Engineering & Construction Co., Ltd. / 潤弘",Round8b Same issuer abbreviation as Ruentex Engineering & Construction -> 2597.TW.,0.98,verified_tw_yahoo_round8b,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SIRTEC INTERNATIONAL CO,5356,SIRTEC,FinLab company_basic_info:英文簡稱,0.92,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SPORTON INTERNATIONAL,6146,SPORTON,FinLab company_basic_info:英文簡稱,0.9233,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,STANDARD CHEMICAL&PHARM,1720,"Standard Chemical & Pharmaceutical Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Standard Chemical & Pharmaceutical Co., Ltd.`/1720.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: S.C.P.C | 生達 | 生達化學製藥股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TA YIH INDUSTRIAL CO,1521,TA YIH,FinLab company_basic_info:英文簡稱,0.9253,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WAN HWA ENTERPRISE,2701,Wan Hwa Enterprise Company Ltd.,Round7 current-code discovery: Yahoo Finance search matched `Wan Hwa Enterprise Company Ltd.`/2701.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: WANHWA | 萬企 | 萬華企業股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WEIKENG INDUSTRIAL CO,3033,Weikeng,FinLab company_basic_info:英文簡稱,0.9289,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,8X8,EGHT,8x8 Inc - Common stock,NasdaqTrader nasdaqlisted,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,ARIMA COMMUNICATION CORP,8101,Arima Comm.,FinLab company_basic_info:英文簡稱,0.9426,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ASIA PLASTIC RECYCLE,1337,Asia Plastic,FinLab company_basic_info:英文簡稱,0.95,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHINA STEEL STRUCTURE CO,2013,"China Steel Structure Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `China Steel Structure Co., Ltd.`/2013.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: CSSC | 中國鋼鐵結構股份有限公司 | 中鋼構",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,KD HOLDING CORP,6655,KD,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ANPEC ELECTRONICS CORP,6138,ANPEC,FinLab company_basic_info:英文簡稱,0.9194,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CONTREL TECHNOLOGY,8064,CONTREL,FinLab company_basic_info:英文簡稱,0.9289,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,DIAMOND FLOWER ELE INSTR,6815,Diamond,FinLab company_basic_info:英文簡稱,0.9192,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,EFUN TECHNOLOGY,3523,"EFUN Technology Co.,Ltd","Round7 current-code discovery: Yahoo Finance search matched `EFUN Technology Co.,Ltd`/3523.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: EFUN | 迎輝 | 迎輝科技股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,HONG TAI ELECTRIC IND'L,1612,HONG TAI,FinLab company_basic_info:英文簡稱,0.9248,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,HORIZON SECURITIES CO,6015,HORIZON Sec.,FinLab company_basic_info:英文簡稱,0.9511,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,MICROELECTRONICS TECH,2314,Microelectronics Technology Inc.,Round7 current-code discovery: Yahoo Finance search matched `Microelectronics Technology Inc.`/2314.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: MTI | 台揚 | 台揚科技股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,O-TA PRECISION INDUSTRY,8924,"O-TA Precision Industry Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `O-TA Precision Industry Co., Ltd.`/8924.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: O-TA | 大田 | 大田精密工業股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PARAGON TECHNOLOGIES CO,3518,"Paragon Technologies Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Paragon Technologies Co., Ltd.`/3518.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: PT TECH. | 柏騰 | 柏騰科技股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PLOTECH CO,6141,PLOTECH,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SEA SONIC ELECTRONICS CO,6203,Sea Sonic,FinLab company_basic_info:英文簡稱,0.9329,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SOLELYTEX INDUSTRIAL,1471,Solytech Enterprise Corporation / 首利,Round8c web/Yahoo/Google evidence: Solytech annual report says Stock Code 1471; company profile confirms Solytech Enterprise Corp.,0.95,verified_tw_yahoo_google_round8c,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TAIWAN CHI CHENG ENT.,3095,"Chi Cheng Enterprise Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Chi Cheng Enterprise Co., Ltd.`/3095.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: CCC | 及成 | 及成企業股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TATUNG FINE CHEMICAL CO,2371,TATUNG COMPANY,FinLab company_basic_info:英文簡稱,0.92,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,GROUPON A,GRPN,"Groupon, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,HOMETRUST BANCSHARES,HTB,"HomeTrust Bancshares, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,OPKO HEALTH,OPK,"OPKO HEALTH, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,RLJ LODGING TRUST,RLJ,RLJ Lodging Trust,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,STAG INDUSTRIAL,STAG,"STAG Industrial, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,GENCO SHIPPING & TRADING,GNK,GENCO SHIPPING & TRADING LTD,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,HURCO COMPANIES INC,HURC,HURCO COMPANIES INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MONARCH CASINO & RESORT,MCRI,MONARCH CASINO & RESORT INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,CLEANAWAY,8422,Cleanaway,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ENTIE COMMERCIAL BANK,2849,EnTie Bank,FinLab company_basic_info:英文簡稱,0.83,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,POYA,5904,Poya,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ALCOR MICRO CORP,8054,Alcor Micro,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,AVERMEDIA TECHNOLOGIES,2417,AVERMEDIA,FinLab company_basic_info:英文簡稱,0.9309,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,BRIGHT LED ELECTRONICS,3031,BRIGHT,FinLab company_basic_info:英文簡稱,0.9173,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,EPISIL TECHNOLOGIES INC,3707,EPISIL,FinLab company_basic_info:英文簡稱,0.9216,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,HARVATEK CORP,6168,HARVATEK CORPOR,FinLab company_basic_info:英文簡稱,0.9433,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,KYE SYSTEMS CORP,2365,KYE Systems Corp.,Round7 current-code discovery: Yahoo Finance search matched `KYE Systems Corp.`/2365.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: KYE | 昆盈 | 昆盈企業股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,MIRLE AUTOMATION CORP,2464,Mirle,FinLab company_basic_info:英文簡稱,0.9213,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,STAR COMGISTIC CAPITAL,4930,Star Comgistic,FinLab company_basic_info:英文簡稱,0.9536,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,AGIOS PHARMACEUTICALS,AGIO,"AGIOS PHARMACEUTICALS, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ANIKA THERAPEUTICS,ANIK,"Anika Therapeutics, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,EVERTEC,EVTC,"EVERTEC, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FOX FACTORY HOLDING CORP,FOXF,FOX FACTORY HOLDING CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FUTUREFUEL CORP,FF,FutureFuel Corp.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,HCI GROUP,HCI,"HCI Group, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,IMMERSION CORP,IMMR,IMMERSION CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,INDEPENDENT BANK GROUP,INDB,INDEPENDENT BANK CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,NOODLES & CO A,NDLS,NOODLES & Co,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,PTC THERAPEUTICS,PTCT,"PTC THERAPEUTICS, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ROCKWELL MEDICAL,RMTI,"ROCKWELL MEDICAL, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AMPCO-PITTSBURGH CORP,AP,AMPCO PITTSBURGH CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,GORMAN-RUPP CO (THE),GRC,GORMAN RUPP CO,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,JAKKS PACIFIC,JAKK,JAKKS PACIFIC INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,PARK NATIONAL CORP,PRK,Park National Corporation Common Stock,NasdaqTrader otherlisted,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,CENTER LABORATORIES,4123,Center Lab.,FinLab company_basic_info:英文簡稱,0.9426,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,FIRST STEAMSHIP,2601,"First Steamship Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `First Steamship Co., Ltd.`/2601.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: FSC | 益航 | 益航股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,GLYCONEX,4168,GlycoNex Inc.,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,KINGCAN HOLDINGS,8411,KINGCAN,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,NAN LIU ENTERPRISE,6504,NAN LIU,FinLab company_basic_info:英文簡稱,0.9289,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ORIENT EUROPHARMA CO,4120,"Orient EuroPharma Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Orient EuroPharma Co., Ltd.`/4120.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: OEP | 友華 | 友華生技醫藥股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SINPHAR PHARMACEUT CO,1734,SINPHAR,FinLab company_basic_info:英文簡稱,0.9289,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,YEONG GUAN ENERGY GROUP,1589,"Yeong Guan Energy Technology Group Co., Ltd. / 永冠-KY",Round8c web/Yahoo/Google evidence: Reuters/ISIN pages show Yeong Guan Energy Technology Group code 1589 / 1589.TW.,0.95,verified_tw_yahoo_google_round8c,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ADVANCED INT'L MULTITECH,8938,"Advanced International Multitech Co., Ltd. / 明安",Round8b Yahoo Finance search: Advanced International Multitech -> 8938.TWO.,0.98,verified_tw_yahoo_round8b,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,LEOFOO DEVELOPMENT CORP,2705,LEOFOO,FinLab company_basic_info:英文簡稱,0.9233,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
